id,recency,history,mens,womens,newbie,zip_code,channel,history_segment,segment,visit
2773,5,373.82,1,1,0,Surburban,Phone,4) $350 - $500,No E-Mail,0
1669,10,111.61,1,0,0,Rural,Web,2) $100 - $200,Mens E-Mail,0
23601,1,33.03,1,0,0,Urban,Web,1) $0 - $100,Womens E-Mail,0
4059,10,87.64,1,0,1,Urban,Web,1) $0 - $100,Womens E-Mail,1
51851,8,302.99,0,1,0,Surburban,Phone,3) $200 - $350,Mens E-Mail,0
16431,4,60.06,1,0,0,Urban,Phone,1) $0 - $100,Mens E-Mail,0
50856,6,274.31,0,1,1,Surburban,Phone,3) $200 - $350,Womens E-Mail,1
28386,11,248.54,0,1,1,Surburban,Web,3) $200 - $350,Womens E-Mail,0
20360,5,47.55,0,1,1,Urban,Phone,1) $0 - $100,Womens E-Mail,0
54633,6,65.82,1,0,1,Surburban,Phone,1) $0 - $100,Womens E-Mail,0
45806,2,536.27,1,0,1,Urban,Phone,5) $500 - $750,Womens E-Mail,0
2707,9,226.62,1,1,1,Urban,Phone,3) $200 - $350,No E-Mail,0
33040,1,566.64,1,0,1,Surburban,Web,5) $500 - $750,Womens E-Mail,0
24550,4,638.84,1,1,1,Rural,Phone,5) $500 - $750,Mens E-Mail,1
58229,11,420.24,0,1,0,Urban,Phone,4) $350 - $500,No E-Mail,0
30999,2,91.64,1,0,1,Surburban,Web,1) $0 - $100,Mens E-Mail,0
60196,11,237.27,0,1,1,Urban,Phone,3) $200 - $350,No E-Mail,1
16804,2,290.59,1,0,0,Surburban,Phone,3) $200 - $350,No E-Mail,0
28925,11,150.08,0,1,0,Urban,Phone,2) $100 - $200,No E-Mail,0
9570,5,559.74,1,0,1,Surburban,Phone,5) $500 - $750,Mens E-Mail,0
12134,4,561.52,1,1,1,Surburban,Multichannel,5) $500 - $750,Womens E-Mail,0
11827,11,207.19,0,1,1,Rural,Phone,3) $200 - $350,Womens E-Mail,0
44175,4,84.19,0,1,1,Urban,Web,1) $0 - $100,No E-Mail,0
40635,9,133.63,0,1,1,Urban,Web,2) $100 - $200,No E-Mail,0
24822,9,479.22,1,0,0,Urban,Phone,4) $350 - $500,Womens E-Mail,0
46015,5,67.13,0,1,1,Surburban,Web,1) $0 - $100,Womens E-Mail,0
17002,10,48.7,0,1,0,Surburban,Web,1) $0 - $100,No E-Mail,0
24254,8,73.72,0,1,0,Surburban,Web,1) $0 - $100,Womens E-Mail,0
45741,11,272.77,0,1,0,Surburban,Phone,3) $200 - $350,Womens E-Mail,0
2789,2,208.97,0,1,1,Urban,Phone,3) $200 - $350,Womens E-Mail,0
38693,10,195.39,1,0,1,Urban,Phone,2) $100 - $200,Womens E-Mail,0
24308,8,55.39,0,1,1,Urban,Web,1) $0 - $100,Mens E-Mail,0
25921,1,162.89,0,1,1,Surburban,Web,2) $100 - $200,Mens E-Mail,1
60121,1,29.99,1,0,0,Surburban,Web,1) $0 - $100,Mens E-Mail,0
39395,6,41.74,0,1,0,Urban,Phone,1) $0 - $100,No E-Mail,1
53513,10,482.76,0,1,1,Rural,Multichannel,4) $350 - $500,No E-Mail,0
429,4,271.22,1,0,1,Urban,Web,3) $200 - $350,Womens E-Mail,0
15385,7,294.22,1,0,0,Urban,Multichannel,3) $200 - $350,No E-Mail,0
23506,10,89.28,0,1,1,Surburban,Phone,1) $0 - $100,Mens E-Mail,0
29032,2,798.29,0,1,1,Surburban,Web,"6) $750 - $1,000",No E-Mail,0
14999,3,40.28,1,0,0,Rural,Phone,1) $0 - $100,Mens E-Mail,0
52181,5,282.42,0,1,0,Urban,Web,3) $200 - $350,No E-Mail,0
63885,9,309.55,1,1,0,Urban,Web,3) $200 - $350,No E-Mail,0
18989,10,199.77,0,1,1,Urban,Multichannel,3) $200 - $350,No E-Mail,0
38639,10,104.3,0,1,0,Urban,Phone,2) $100 - $200,Womens E-Mail,0
41449,3,342.62,0,1,0,Urban,Phone,3) $200 - $350,Mens E-Mail,0
54274,9,29.84,0,1,1,Surburban,Web,1) $0 - $100,No E-Mail,0
53935,9,262.38,1,0,0,Rural,Phone,3) $200 - $350,No E-Mail,1
63721,1,33.42,0,1,1,Surburban,Phone,1) $0 - $100,No E-Mail,0
19622,7,45.76,1,0,0,Urban,Phone,1) $0 - $100,No E-Mail,0
63925,4,328.0,0,1,0,Rural,Web,3) $200 - $350,No E-Mail,1
1152,6,226.88,1,0,0,Urban,Web,3) $200 - $350,Womens E-Mail,0
2879,5,363.28,1,0,1,Surburban,Multichannel,4) $350 - $500,Womens E-Mail,0
34773,4,371.42,0,1,0,Surburban,Multichannel,4) $350 - $500,Womens E-Mail,0
41043,9,106.11,0,1,0,Urban,Phone,2) $100 - $200,Mens E-Mail,0
54887,3,127.28,1,0,1,Surburban,Web,2) $100 - $200,Womens E-Mail,0
57632,8,242.18,1,0,1,Rural,Web,3) $200 - $350,Womens E-Mail,0
42024,6,275.49,1,1,1,Urban,Phone,3) $200 - $350,Mens E-Mail,0
3937,8,29.89,1,0,1,Rural,Phone,1) $0 - $100,Mens E-Mail,0
57092,10,130.46,1,0,1,Urban,Web,2) $100 - $200,Womens E-Mail,0
60714,1,155.21,1,0,0,Urban,Phone,2) $100 - $200,No E-Mail,1
39509,11,46.06,1,0,1,Urban,Phone,1) $0 - $100,Womens E-Mail,0
10387,2,502.37,0,1,1,Urban,Web,5) $500 - $750,No E-Mail,0
47567,5,46.26,1,0,0,Urban,Web,1) $0 - $100,Womens E-Mail,0
1501,1,92.39,0,1,0,Surburban,Phone,1) $0 - $100,Mens E-Mail,0
22769,1,294.12,1,0,1,Surburban,Web,3) $200 - $350,Mens E-Mail,1
52359,3,229.53,1,1,0,Surburban,Phone,3) $200 - $350,Mens E-Mail,1
44782,4,54.41,0,1,1,Urban,Phone,1) $0 - $100,Womens E-Mail,0
17204,4,112.48,1,0,1,Surburban,Web,2) $100 - $200,Mens E-Mail,0
30519,2,138.08,1,0,1,Urban,Web,2) $100 - $200,Mens E-Mail,0
51859,10,232.47,1,1,0,Urban,Multichannel,3) $200 - $350,Womens E-Mail,0
26994,5,29.98,1,0,0,Surburban,Web,1) $0 - $100,Mens E-Mail,0
58688,4,543.93,1,0,1,Urban,Web,5) $500 - $750,Womens E-Mail,0
56910,12,29.96,0,1,0,Urban,Web,1) $0 - $100,No E-Mail,0
20640,1,733.24,0,1,1,Urban,Multichannel,5) $500 - $750,Womens E-Mail,0
27762,1,548.35,1,0,1,Surburban,Phone,5) $500 - $750,Womens E-Mail,0
63031,4,53.04,1,0,0,Urban,Phone,1) $0 - $100,Mens E-Mail,0
2971,7,457.81,1,1,0,Rural,Multichannel,4) $350 - $500,Mens E-Mail,0
24168,9,124.43,1,0,1,Surburban,Web,2) $100 - $200,Womens E-Mail,0
31922,6,67.56,0,1,0,Surburban,Phone,1) $0 - $100,Womens E-Mail,1
62037,10,247.94,1,1,1,Urban,Web,3) $200 - $350,Mens E-Mail,0
27133,2,213.27,1,1,1,Surburban,Web,3) $200 - $350,No E-Mail,0
4039,1,491.43,1,1,0,Rural,Multichannel,4) $350 - $500,Womens E-Mail,0
21514,10,134.68,0,1,0,Urban,Web,2) $100 - $200,No E-Mail,0
62952,9,327.69,1,0,0,Rural,Phone,3) $200 - $350,No E-Mail,0
16194,1,614.44,1,1,1,Rural,Web,5) $500 - $750,Womens E-Mail,0
34469,1,55.89,0,1,1,Rural,Phone,1) $0 - $100,No E-Mail,1
15103,1,711.84,0,1,1,Urban,Phone,5) $500 - $750,Womens E-Mail,0
13045,7,259.67,1,0,1,Surburban,Web,3) $200 - $350,Mens E-Mail,0
9131,6,146.43,0,1,1,Surburban,Phone,2) $100 - $200,Mens E-Mail,0
43892,1,79.57,0,1,1,Surburban,Web,1) $0 - $100,Womens E-Mail,0
27026,3,456.84,0,1,0,Urban,Multichannel,4) $350 - $500,Mens E-Mail,0
55481,9,331.09,0,1,1,Surburban,Phone,3) $200 - $350,No E-Mail,0
32471,8,674.18,0,1,1,Surburban,Multichannel,5) $500 - $750,Mens E-Mail,0
25068,7,29.76,1,0,0,Urban,Multichannel,1) $0 - $100,Womens E-Mail,0
40890,8,29.95,1,0,0,Surburban,Web,1) $0 - $100,No E-Mail,0
38929,4,264.8,1,1,1,Surburban,Web,3) $200 - $350,Womens E-Mail,0
8440,7,39.98,0,1,0,Urban,Phone,1) $0 - $100,Womens E-Mail,1
60295,8,39.53,0,1,1,Surburban,Web,1) $0 - $100,Womens E-Mail,0
3790,10,191.74,1,0,0,Urban,Phone,2) $100 - $200,No E-Mail,0
31785,7,285.62,0,1,0,Surburban,Phone,3) $200 - $350,Mens E-Mail,0
28209,5,389.19,0,1,0,Surburban,Multichannel,4) $350 - $500,Mens E-Mail,1
53895,1,785.54,1,0,1,Surburban,Multichannel,"6) $750 - $1,000",Mens E-Mail,1
49066,9,278.5,1,0,0,Surburban,Multichannel,3) $200 - $350,Mens E-Mail,0
58407,5,204.97,0,1,1,Urban,Web,3) $200 - $350,Mens E-Mail,0
14631,11,59.24,0,1,1,Rural,Phone,1) $0 - $100,Womens E-Mail,0
10193,6,347.05,1,0,0,Urban,Web,3) $200 - $350,Mens E-Mail,0
51326,3,58.6,1,0,1,Urban,Phone,1) $0 - $100,Womens E-Mail,0
19939,9,221.08,0,1,1,Surburban,Web,3) $200 - $350,Mens E-Mail,0
11092,1,220.3,1,0,1,Urban,Phone,3) $200 - $350,No E-Mail,0
54024,1,148.95,1,0,1,Surburban,Phone,2) $100 - $200,No E-Mail,0
22724,4,95.2,1,0,0,Surburban,Phone,1) $0 - $100,Womens E-Mail,0
12223,10,30.22,1,0,0,Surburban,Phone,1) $0 - $100,No E-Mail,0
18158,2,390.73,0,1,0,Rural,Phone,4) $350 - $500,Mens E-Mail,0
47178,2,32.06,1,0,1,Surburban,Web,1) $0 - $100,Mens E-Mail,0
37705,10,77.18,1,0,0,Surburban,Phone,1) $0 - $100,Mens E-Mail,1
15217,12,253.08,0,1,0,Surburban,Phone,3) $200 - $350,Womens E-Mail,0
33417,7,337.17,0,1,0,Urban,Web,3) $200 - $350,Mens E-Mail,0
46078,1,29.79,1,0,1,Surburban,Phone,1) $0 - $100,No E-Mail,0
58466,4,102.06,0,1,0,Surburban,Phone,2) $100 - $200,Womens E-Mail,0
13762,1,155.38,0,1,1,Rural,Phone,2) $100 - $200,No E-Mail,0
22945,10,1539.51,1,1,1,Rural,Phone,"7) $1,000 +",Womens E-Mail,0
46783,3,112.6,1,0,1,Urban,Phone,2) $100 - $200,Mens E-Mail,0
16539,2,29.81,1,0,0,Surburban,Web,1) $0 - $100,Womens E-Mail,0
56636,10,781.23,0,1,1,Urban,Multichannel,"6) $750 - $1,000",Womens E-Mail,0
6827,12,196.54,0,1,0,Surburban,Phone,2) $100 - $200,Womens E-Mail,0
48187,10,293.23,1,0,1,Surburban,Web,3) $200 - $350,Womens E-Mail,0
58814,5,30.01,1,0,0,Urban,Phone,1) $0 - $100,No E-Mail,0
43197,4,367.6,1,0,1,Surburban,Phone,4) $350 - $500,Mens E-Mail,0
55499,9,29.86,0,1,0,Surburban,Phone,1) $0 - $100,No E-Mail,0
29226,10,586.88,0,1,1,Surburban,Multichannel,5) $500 - $750,Womens E-Mail,0
20641,12,147.86,1,0,1,Rural,Web,2) $100 - $200,Mens E-Mail,1
43317,10,29.97,1,0,1,Urban,Web,1) $0 - $100,No E-Mail,0
4935,7,102.34,1,0,0,Urban,Phone,2) $100 - $200,Womens E-Mail,0
60521,1,559.85,1,0,1,Rural,Web,5) $500 - $750,No E-Mail,1
45159,10,44.12,0,1,0,Surburban,Phone,1) $0 - $100,Womens E-Mail,0
11599,5,320.02,0,1,0,Urban,Phone,3) $200 - $350,Mens E-Mail,0
24881,2,110.64,0,1,1,Surburban,Phone,2) $100 - $200,Womens E-Mail,0
24317,6,126.55,0,1,1,Rural,Web,2) $100 - $200,Mens E-Mail,0
38781,3,37.12,0,1,0,Urban,Phone,1) $0 - $100,Womens E-Mail,0
48245,6,196.4,0,1,0,Urban,Phone,2) $100 - $200,Mens E-Mail,0
8828,7,214.49,1,0,0,Rural,Phone,3) $200 - $350,No E-Mail,0
3161,9,455.17,1,1,0,Rural,Multichannel,4) $350 - $500,No E-Mail,0
42515,4,381.69,0,1,0,Surburban,Phone,4) $350 - $500,Mens E-Mail,0
23455,7,179.45,0,1,0,Surburban,Web,2) $100 - $200,No E-Mail,0
52029,2,406.72,0,1,1,Urban,Web,4) $350 - $500,Womens E-Mail,0
45671,10,180.18,0,1,0,Surburban,Web,2) $100 - $200,Mens E-Mail,0
32637,6,1127.21,1,0,1,Rural,Multichannel,"7) $1,000 +",Mens E-Mail,0
13248,4,370.62,0,1,1,Surburban,Phone,4) $350 - $500,Womens E-Mail,1
32202,10,29.89,1,0,0,Surburban,Web,1) $0 - $100,Mens E-Mail,0
46354,6,43.94,1,0,0,Urban,Web,1) $0 - $100,Womens E-Mail,0
21548,1,30.17,1,0,1,Urban,Phone,1) $0 - $100,No E-Mail,0
29392,11,173.4,0,1,0,Surburban,Phone,2) $100 - $200,Womens E-Mail,0
35411,10,99.66,1,0,1,Rural,Web,1) $0 - $100,Womens E-Mail,0
49934,9,30.02,1,0,1,Urban,Phone,1) $0 - $100,Mens E-Mail,0
11884,2,572.17,1,1,1,Surburban,Phone,5) $500 - $750,Mens E-Mail,1
60486,10,58.66,1,0,1,Surburban,Web,1) $0 - $100,No E-Mail,1
28882,10,272.12,0,1,0,Urban,Phone,3) $200 - $350,No E-Mail,0
45514,7,185.57,0,1,1,Urban,Phone,2) $100 - $200,No E-Mail,0
52732,3,422.65,0,1,0,Rural,Multichannel,4) $350 - $500,No E-Mail,0
16946,4,287.19,1,1,0,Surburban,Web,3) $200 - $350,Womens E-Mail,1
36240,4,552.07,1,1,1,Surburban,Phone,5) $500 - $750,No E-Mail,0
25176,10,520.18,0,1,1,Urban,Web,5) $500 - $750,Mens E-Mail,0
3315,9,734.91,1,0,1,Surburban,Web,5) $500 - $750,No E-Mail,0
29338,3,347.06,1,0,0,Rural,Phone,3) $200 - $350,No E-Mail,0
17993,7,85.59,0,1,0,Surburban,Phone,1) $0 - $100,Mens E-Mail,0
33831,1,157.75,0,1,1,Urban,Web,2) $100 - $200,Mens E-Mail,0
10510,6,469.56,0,1,0,Surburban,Multichannel,5) $500 - $750,Womens E-Mail,0
22004,3,66.82,1,0,0,Surburban,Web,1) $0 - $100,Mens E-Mail,0
56517,12,189.0,0,1,0,Urban,Web,2) $100 - $200,Mens E-Mail,0
43924,8,83.78,1,0,0,Urban,Web,1) $0 - $100,Mens E-Mail,0
30018,2,454.5,0,1,0,Urban,Multichannel,4) $350 - $500,Womens E-Mail,0
1218,7,307.64,0,1,0,Rural,Web,3) $200 - $350,Mens E-Mail,0
22281,1,30.02,1,0,1,Urban,Phone,1) $0 - $100,No E-Mail,0
25262,3,274.46,1,0,1,Urban,Phone,3) $200 - $350,Mens E-Mail,0
28048,2,76.61,1,0,1,Urban,Phone,1) $0 - $100,No E-Mail,0
16594,3,174.3,0,1,0,Rural,Web,2) $100 - $200,Womens E-Mail,0
580,6,29.82,1,0,1,Surburban,Phone,1) $0 - $100,Mens E-Mail,0
45047,5,494.92,1,1,1,Surburban,Multichannel,4) $350 - $500,Womens E-Mail,1
37174,7,247.69,0,1,1,Urban,Web,3) $200 - $350,No E-Mail,0
25688,3,623.05,1,0,1,Urban,Multichannel,5) $500 - $750,Mens E-Mail,0
45597,7,212.85,1,1,0,Surburban,Web,3) $200 - $350,No E-Mail,0
4984,10,90.54,1,0,0,Urban,Phone,1) $0 - $100,No E-Mail,0
12723,5,84.56,1,0,1,Urban,Web,1) $0 - $100,Womens E-Mail,0
18307,6,110.51,0,1,0,Surburban,Phone,2) $100 - $200,No E-Mail,0
48943,12,35.68,0,1,1,Surburban,Web,1) $0 - $100,Mens E-Mail,0
60263,4,108.94,1,0,0,Urban,Web,2) $100 - $200,No E-Mail,0
3530,9,439.49,1,0,0,Surburban,Phone,4) $350 - $500,Mens E-Mail,0
32767,7,239.83,1,0,0,Urban,Phone,3) $200 - $350,Mens E-Mail,0
52513,2,30.29,0,1,1,Surburban,Phone,1) $0 - $100,No E-Mail,0
7041,1,214.82,1,0,0,Surburban,Phone,3) $200 - $350,Womens E-Mail,0
8736,4,204.81,1,1,1,Urban,Multichannel,3) $200 - $350,Mens E-Mail,0
58555,7,47.05,0,1,0,Urban,Phone,1) $0 - $100,No E-Mail,0
23650,2,286.73,1,0,0,Urban,Phone,3) $200 - $350,No E-Mail,0
56635,7,147.43,1,0,1,Urban,Web,2) $100 - $200,Mens E-Mail,0
63457,3,29.98,0,1,1,Surburban,Web,1) $0 - $100,Mens E-Mail,1
5194,1,137.31,0,1,0,Urban,Web,2) $100 - $200,Womens E-Mail,1
7169,10,75.85,0,1,0,Surburban,Phone,1) $0 - $100,Womens E-Mail,0
8930,8,30.01,0,1,0,Urban,Web,1) $0 - $100,Womens E-Mail,0
865,3,136.74,0,1,1,Urban,Web,2) $100 - $200,No E-Mail,1
32033,4,29.87,0,1,1,Urban,Phone,1) $0 - $100,No E-Mail,0
56403,3,194.64,0,1,1,Surburban,Web,2) $100 - $200,Womens E-Mail,0
18076,4,85.27,1,0,0,Rural,Web,1) $0 - $100,Womens E-Mail,0
50223,3,30.23,0,1,0,Urban,Web,1) $0 - $100,Mens E-Mail,1
11761,1,551.86,1,0,1,Surburban,Multichannel,5) $500 - $750,Mens E-Mail,0
11593,4,192.47,1,0,1,Surburban,Web,2) $100 - $200,Mens E-Mail,0
2124,6,295.57,1,1,1,Urban,Web,3) $200 - $350,Womens E-Mail,0
6593,11,113.69,0,1,0,Surburban,Web,2) $100 - $200,Mens E-Mail,0
3058,11,147.91,0,1,0,Surburban,Web,2) $100 - $200,No E-Mail,0
45760,9,442.14,0,1,0,Rural,Multichannel,4) $350 - $500,Womens E-Mail,0
45840,2,95.71,0,1,0,Surburban,Web,1) $0 - $100,Mens E-Mail,0
29452,8,157.9,0,1,0,Surburban,Phone,2) $100 - $200,Mens E-Mail,1
5483,8,151.21,1,0,0,Urban,Phone,2) $100 - $200,Womens E-Mail,1
35905,3,170.88,0,1,1,Surburban,Web,2) $100 - $200,Mens E-Mail,0
33257,11,46.26,1,0,0,Urban,Phone,1) $0 - $100,Womens E-Mail,0
30480,9,281.9,1,0,1,Surburban,Phone,3) $200 - $350,No E-Mail,0
45556,9,249.07,1,0,0,Urban,Multichannel,3) $200 - $350,Mens E-Mail,0
47864,11,270.41,1,1,1,Urban,Multichannel,3) $200 - $350,Womens E-Mail,0
17080,4,278.74,1,1,0,Surburban,Web,3) $200 - $350,No E-Mail,1
20789,10,30.23,1,0,0,Surburban,Phone,1) $0 - $100,Womens E-Mail,0
28853,9,98.67,1,0,1,Urban,Phone,1) $0 - $100,Womens E-Mail,0
16155,3,36.92,0,1,1,Surburban,Phone,1) $0 - $100,No E-Mail,0
42759,9,187.94,1,0,0,Surburban,Phone,2) $100 - $200,Womens E-Mail,0
9505,4,206.65,1,1,1,Surburban,Web,3) $200 - $350,Womens E-Mail,0
39424,2,56.93,1,0,1,Surburban,Web,1) $0 - $100,Mens E-Mail,0
63795,1,430.04,1,0,0,Urban,Web,4) $350 - $500,No E-Mail,0
9979,4,75.63,1,0,0,Rural,Phone,1) $0 - $100,Mens E-Mail,0
27049,4,243.73,0,1,1,Surburban,Web,3) $200 - $350,No E-Mail,0
14036,11,98.39,0,1,1,Rural,Phone,1) $0 - $100,Mens E-Mail,0
12763,10,261.09,0,1,0,Surburban,Phone,3) $200 - $350,Womens E-Mail,1
2631,2,515.02,1,0,1,Surburban,Phone,5) $500 - $750,No E-Mail,0
29076,11,88.01,1,0,1,Urban,Phone,1) $0 - $100,Mens E-Mail,0
3252,4,49.33,0,1,1,Urban,Web,1) $0 - $100,Womens E-Mail,0
28947,2,150.23,0,1,0,Urban,Phone,2) $100 - $200,No E-Mail,0
9601,6,199.2,1,0,1,Surburban,Web,2) $100 - $200,Mens E-Mail,1
21281,10,73.58,1,0,1,Rural,Phone,1) $0 - $100,Womens E-Mail,0
5319,2,55.97,0,1,1,Urban,Phone,1) $0 - $100,Womens E-Mail,0
847,9,98.94,1,0,0,Surburban,Web,1) $0 - $100,No E-Mail,0
33693,6,29.97,0,1,1,Rural,Web,1) $0 - $100,Mens E-Mail,0
22622,1,80.88,1,0,0,Urban,Phone,1) $0 - $100,Womens E-Mail,0
30918,8,50.13,0,1,1,Surburban,Phone,2) $100 - $200,Womens E-Mail,1
16349,3,155.9,0,1,1,Surburban,Web,2) $100 - $200,No E-Mail,0
21692,6,148.81,0,1,1,Rural,Phone,2) $100 - $200,Mens E-Mail,0
56771,10,104.02,0,1,0,Urban,Web,2) $100 - $200,No E-Mail,0
50470,4,450.37,1,0,0,Surburban,Web,4) $350 - $500,Womens E-Mail,0
19226,9,358.02,1,0,0,Surburban,Web,4) $350 - $500,No E-Mail,0
54737,1,204.35,0,1,0,Surburban,Phone,3) $200 - $350,No E-Mail,0
38935,7,59.48,0,1,0,Surburban,Web,1) $0 - $100,Womens E-Mail,1
57227,8,289.86,1,0,0,Surburban,Phone,3) $200 - $350,Mens E-Mail,0
9810,3,278.93,1,0,0,Surburban,Multichannel,3) $200 - $350,Womens E-Mail,0
55336,10,29.89,0,1,0,Surburban,Phone,1) $0 - $100,Womens E-Mail,0
62222,9,82.09,1,0,0,Surburban,Web,1) $0 - $100,Mens E-Mail,0
63998,4,199.08,0,1,0,Surburban,Web,2) $100 - $200,Womens E-Mail,0
35511,2,256.42,1,0,0,Surburban,Phone,3) $200 - $350,Mens E-Mail,0
13255,10,131.58,1,0,1,Urban,Phone,2) $100 - $200,Womens E-Mail,0
16032,3,29.89,0,1,1,Rural,Phone,1) $0 - $100,No E-Mail,0
16450,6,161.7,0,1,0,Surburban,Web,2) $100 - $200,Mens E-Mail,1
11992,12,29.86,1,0,0,Urban,Web,1) $0 - $100,No E-Mail,1
35154,1,541.37,1,0,1,Urban,Phone,5) $500 - $750,Mens E-Mail,0
24266,1,216.22,1,1,1,Urban,Multichannel,3) $200 - $350,Womens E-Mail,0
60917,1,29.81,1,0,0,Rural,Phone,1) $0 - $100,No E-Mail,1
26413,3,159.41,1,0,1,Urban,Phone,2) $100 - $200,Womens E-Mail,0
9163,9,505.37,0,1,1,Surburban,Multichannel,5) $500 - $750,Womens E-Mail,0
32269,6,80.09,0,1,0,Surburban,Web,1) $0 - $100,Womens E-Mail,0
51513,9,98.18,0,1,0,Surburban,Phone,1) $0 - $100,Womens E-Mail,0
1272,5,30.11,1,0,0,Surburban,Web,1) $0 - $100,No E-Mail,0
48982,2,918.54,1,0,1,Urban,Web,"6) $750 - $1,000",No E-Mail,0
36593,6,30.12,1,0,0,Surburban,Phone,1) $0 - $100,Mens E-Mail,1
6446,8,30.52,0,1,0,Surburban,Phone,1) $0 - $100,Womens E-Mail,0
31872,6,137.67,0,1,0,Urban,Web,2) $100 - $200,No E-Mail,1
929,9,499.92,0,1,0,Urban,Multichannel,4) $350 - $500,Womens E-Mail,1
30183,10,29.84,1,0,1,Urban,Phone,1) $0 - $100,Womens E-Mail,0
2760,4,510.61,1,0,1,Urban,Multichannel,5) $500 - $750,No E-Mail,0
41773,3,487.15,1,0,0,Urban,Web,4) $350 - $500,No E-Mail,0
57203,9,57.17,1,0,0,Urban,Multichannel,1) $0 - $100,No E-Mail,0
59198,3,287.26,1,0,0,Surburban,Multichannel,3) $200 - $350,Mens E-Mail,0
18895,10,29.78,1,0,0,Surburban,Phone,1) $0 - $100,Womens E-Mail,0
51168,1,193.9,0,1,1,Urban,Phone,2) $100 - $200,Mens E-Mail,0
61166,10,267.12,1,0,0,Urban,Phone,3) $200 - $350,Womens E-Mail,0
63517,11,424.1,0,1,0,Surburban,Phone,4) $350 - $500,Womens E-Mail,0
61401,7,227.93,0,1,0,Urban,Phone,3) $200 - $350,Mens E-Mail,0
14381,4,330.86,0,1,0,Surburban,Web,3) $200 - $350,No E-Mail,0
15844,3,221.24,1,1,0,Surburban,Phone,3) $200 - $350,No E-Mail,0
17931,8,136.92,0,1,0,Urban,Phone,2) $100 - $200,Womens E-Mail,0
34757,11,165.77,0,1,1,Surburban,Phone,2) $100 - $200,Mens E-Mail,1
17180,6,318.0,0,1,0,Urban,Multichannel,3) $200 - $350,Womens E-Mail,0
51965,4,30.15,1,0,0,Urban,Web,1) $0 - $100,No E-Mail,1
760,2,217.03,0,1,0,Rural,Web,3) $200 - $350,Womens E-Mail,1
44079,1,463.61,1,0,1,Urban,Web,4) $350 - $500,Womens E-Mail,0
21864,10,179.87,1,0,0,Rural,Web,2) $100 - $200,Mens E-Mail,0
63387,7,29.93,0,1,0,Surburban,Web,1) $0 - $100,Mens E-Mail,0
50592,1,267.96,1,1,1,Rural,Web,3) $200 - $350,No E-Mail,0
11338,6,30.82,1,0,1,Urban,Web,1) $0 - $100,No E-Mail,0
21506,2,75.99,1,0,0,Rural,Web,1) $0 - $100,Womens E-Mail,1
268,1,210.86,1,0,1,Surburban,Phone,3) $200 - $350,Mens E-Mail,0
2027,3,177.52,1,0,0,Rural,Phone,2) $100 - $200,No E-Mail,0
8233,10,162.04,1,0,1,Urban,Web,2) $100 - $200,Womens E-Mail,0
15126,9,436.41,1,1,1,Surburban,Web,4) $350 - $500,Mens E-Mail,0
6223,6,30.04,0,1,0,Surburban,Web,1) $0 - $100,No E-Mail,0
59584,2,1085.17,1,0,1,Urban,Multichannel,"7) $1,000 +",Womens E-Mail,0
55539,1,365.71,1,1,0,Surburban,Phone,4) $350 - $500,No E-Mail,0
22413,1,428.76,0,1,0,Urban,Phone,4) $350 - $500,Womens E-Mail,0
59715,7,159.05,0,1,0,Surburban,Phone,2) $100 - $200,Womens E-Mail,0
39987,9,146.57,0,1,0,Urban,Web,2) $100 - $200,No E-Mail,0
57469,6,112.89,0,1,0,Surburban,Web,2) $100 - $200,Womens E-Mail,1
45462,4,826.81,1,1,1,Urban,Multichannel,"6) $750 - $1,000",No E-Mail,0
31580,9,317.29,0,1,0,Surburban,Multichannel,3) $200 - $350,No E-Mail,0
34972,10,29.79,0,1,1,Rural,Phone,1) $0 - $100,No E-Mail,0
35887,10,63.75,1,0,0,Urban,Web,1) $0 - $100,Mens E-Mail,0
24828,10,177.42,1,0,0,Surburban,Phone,2) $100 - $200,Womens E-Mail,0
25196,4,30.14,1,0,1,Surburban,Phone,1) $0 - $100,No E-Mail,0
59682,10,130.06,0,1,0,Surburban,Phone,2) $100 - $200,Womens E-Mail,0
13578,3,30.0,0,1,0,Surburban,Phone,1) $0 - $100,Mens E-Mail,0
12938,10,631.39,1,0,1,Urban,Phone,5) $500 - $750,No E-Mail,0
54042,10,383.48,1,0,1,Urban,Phone,4) $350 - $500,Mens E-Mail,0
40872,7,85.29,0,1,0,Surburban,Web,1) $0 - $100,Mens E-Mail,0
47843,1,141.19,1,0,1,Surburban,Web,2) $100 - $200,Mens E-Mail,0
56214,1,616.32,1,1,1,Rural,Web,5) $500 - $750,Mens E-Mail,0
43923,6,507.09,0,1,1,Urban,Phone,5) $500 - $750,Mens E-Mail,0
36377,1,545.5,0,1,1,Surburban,Phone,5) $500 - $750,Womens E-Mail,0
51020,2,923.6,1,0,1,Urban,Multichannel,"6) $750 - $1,000",No E-Mail,0
36018,3,165.36,0,1,0,Surburban,Web,2) $100 - $200,Mens E-Mail,0
45909,12,64.75,0,1,1,Urban,Web,1) $0 - $100,Mens E-Mail,0
10056,2,417.08,1,0,0,Rural,Web,4) $350 - $500,Mens E-Mail,0
37019,10,46.14,1,0,1,Surburban,Web,1) $0 - $100,Mens E-Mail,0
54675,11,181.5,0,1,0,Urban,Phone,2) $100 - $200,No E-Mail,0
